time,value
11/22/2011,75.43071452
11/23/2011,75.45914664
11/24/2011,75.48732151
11/25/2011,75.51523916
11/26/2011,75.54289956
11/27/2011,75.57030273
11/28/2011,75.59744866
11/29/2011,75.62433736
11/30/2011,75.65096882
12/1/2011,75.67734304
12/2/2011,75.70269879
12/3/2011,75.72703606
12/4/2011,75.75035485
12/5/2011,75.77265516
12/6/2011,75.793937
12/7/2011,75.81420036
12/8/2011,75.83344524
12/9/2011,75.85167164
12/10/2011,75.86887957
12/11/2011,75.88506902
12/12/2011,75.90023999
12/13/2011,75.91439248
12/14/2011,75.9275265
12/15/2011,75.93964204
12/16/2011,75.9507391
12/17/2011,75.96081768
12/18/2011,75.96987779
12/19/2011,75.97791942
12/20/2011,75.98494257
12/21/2011,75.99094724
12/22/2011,75.99593344
12/23/2011,75.99990116
12/24/2011,76.0028504
12/25/2011,76.00478116
12/26/2011,76.00569345
12/27/2011,76.00558726
12/28/2011,76.00446259
12/29/2011,76.00231944
12/30/2011,75.99915782
12/31/2011,75.99497772
1/1/2012,75.98977914
1/2/2012,75.98538181
1/3/2012,75.98178572
1/4/2012,75.97899088
1/5/2012,75.97699729
1/6/2012,75.97580495
1/7/2012,75.97541385
1/8/2012,75.975824
1/9/2012,75.9770354
1/10/2012,75.97904805
1/11/2012,75.98186194
1/12/2012,75.98547708
1/13/2012,75.98989347
1/14/2012,75.9951111
1/15/2012,76.00112998
1/16/2012,76.00795011
1/17/2012,76.01557149
1/18/2012,76.02399411
1/19/2012,76.03321798
1/20/2012,76.0432431
1/21/2012,76.05406946
1/22/2012,76.06569708
1/23/2012,76.07812593
1/24/2012,76.09135604
1/25/2012,76.10538739
1/26/2012,76.12021999
1/27/2012,76.13585384
1/28/2012,76.15228894
1/29/2012,76.16952528
1/30/2012,76.18756287
1/31/2012,76.2064017
2/1/2012,76.22604179
2/2/2012,76.24467471
2/3/2012,76.26230046
2/4/2012,76.27891905
2/5/2012,76.29453048
2/6/2012,76.30913475
2/7/2012,76.32273185
2/8/2012,76.33532178
2/9/2012,76.34690455
2/10/2012,76.35748016
2/11/2012,76.3670486
2/12/2012,76.37560988
2/13/2012,76.383164
2/14/2012,76.38971095
2/15/2012,76.39525074
2/16/2012,76.39978336
2/17/2012,76.40330882
2/18/2012,76.40582712
2/19/2012,76.40733825
